@relation trainingSet

@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 129 {0,1,2,3}
@attribute 130 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29}
@attribute 131 {0,1}
@attribute 132 {0,1}
@attribute 133 numeric
@attribute 134 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 137 numeric
@attribute 138 numeric
@attribute 139 numeric
@attribute 140 numeric
@attribute 141 numeric
@attribute 142 numeric
@attribute 143 numeric
@attribute 144 numeric
@attribute 145 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 149 numeric
@attribute 150 numeric
@attribute 151 numeric
@attribute 152 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 {0,1}
@attribute 156 numeric
@attribute 157 {0,1,2}
@attribute 158 {0,1}

@data
1,1,0,0,2,6,1,0,0,0,0,0,6.435703,-0.671917,-0.001486,0.967585,3.948514,-1.143084,0.008531,1.008551,0,0.848125,0,0,0,0,6912,64.724404,1293.962546,2515.656134,1,10,2,0
2,0,2,0,3,10,0,0,10,10,10,0,199,0,120.894531,31.951796,0,0,0,0,135.136049,0,135.136049,135.136049,135.136049,0,6912,61.831838,1310.147122,2507.648394,0,-1,2,0
2,0,2,0,3,11,0,1,10,10,10,0,3.948514,-1.143084,0.008531,1.008551,0,0,0,0,119.549046,0,119.549046,119.549046,119.549046,0,6912,61.831838,1299.821494,2513.320847,0,-1,2,0
1,1,0,0,2,8,0,0,0,0,0,0,2.42,0.078,0.471876,0.331113,4.997307,-1.318916,-0.008685,1.017092,0,0,0,0,0,0,6912,61.831838,835.226637,2027.26332,0,-1,2,0
2,0,2,0,3,11,0,0,10,10,10,0,81,21,33.240885,11.752573,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,860.472032,2021.517185,0,-1,2,0
1,1,0,0,2,7,0,0,0,0,0,0,67.1,0,31.992578,7.879026,4.138856,-1.047928,0.010252,1.015968,0,0,0,0,0,0,6912,61.831838,1311.539389,2508.6027,0,-1,2,0
2,0,2,0,3,10,0,1,10,10,10,0,99,0,20.536458,15.941829,0,0,0,0,282.979945,0,282.979945,282.979945,282.979945,0,6912,61.831838,1053.441485,2299.378667,0,-1,2,0
2,0,2,0,3,12,0,0,10,10,10,0,846,0,79.799479,115.168949,0,0,0,0,-1,0,0,0,0,0,6912,64.724404,824.639321,2030.849507,0,-1,2,0
2,0,2,0,3,12,1,0,10,10,10,0,2.746566,-3.561165,0.011776,1.000096,0,0,0,0,496.366627,0,496.366627,496.366627,496.366627,0,6912,61.831838,1281.830044,2519.505638,1,10,2,0
1,0,1,0,3,10,1,0,10,10,10,0,4.138856,-1.047928,0.010252,1.015968,0,0,0,0,0,0,0,0,0,0,6912,61.831838,1303.022447,2511.391787,1,10,2,0
1,1,0,0,2,8,0,1,0,0,0,0,122,0,69.105469,19.343202,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,0,0,171.322531,64.724404,108.816917,41.581091,0,-1,2,0
2,0,2,0,3,10,0,0,10,10,10,0,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,144.352774,0,144.352774,144.352774,144.352774,0,6912,61.831838,1274.368924,2523.257703,0,-1,2,0
1,0,1,0,3,14,0,1,10,10,10,0,3.948514,-1.143084,0.008531,1.008551,0,0,0,0,0,0,0,0,0,0,6912,70.102511,1293.419586,2517.162322,0,-1,2,0
2,0,2,0,3,10,0,1,10,10,10,0,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,79.239,0,79.239,79.239,79.239,0,6912,61.831838,1281.153102,2521.082615,0,-1,2,0
1,0,1,0,3,13,0,0,10,10,10,0,122,0,69.105469,19.343202,0,0,0,0,0,0,0,0,0,0,171.322531,64.724404,108.816917,41.581091,0,-1,2,0
1,0,1,0,3,12,0,1,10,10,10,0,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,0,0,0,0,0,0,6912,70.102511,1293.419586,2517.162322,0,-1,2,0
2,0,2,0,3,13,0,0,10,10,10,0,122,0,69.105469,19.343202,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,826.896815,2031.963776,0,-1,2,0
2,0,2,0,3,11,0,1,10,10,10,0,2.42,0.078,0.471876,0.331113,0,0,0,0,496.366627,0,496.366627,496.366627,496.366627,0,6912,61.831838,1079.333515,2291.805835,0,-1,2,0
2,0,2,0,3,14,0,1,10,10,10,0,199,0,120.894531,31.951796,0,0,0,0,282.979945,0,282.979945,282.979945,282.979945,0,6912,61.831838,1281.696061,2519.581414,0,-1,2,0
2,0,2,0,3,13,1,0,10,10,10,0,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1290.213003,2516.873572,1,10,2,0
1,0,1,0,3,12,0,1,10,10,10,0,3.948514,-1.143084,0.008531,1.008551,0,0,0,0,0,0,0,0,0,0,6912,64.724404,1268.050175,2526.565882,0,-1,2,0
2,0,2,0,3,14,0,0,10,10,10,0,199,0,120.894531,31.951796,0,0,0,0,144.352774,0,144.352774,144.352774,144.352774,0,6912,61.831838,1277.110077,2522.413051,0,-1,2,0
1,0,1,0,3,11,1,0,10,10,10,0,99,0,20.536458,15.941829,0,0,0,0,0,0,0,0,0,0,317.677126,114.81096,188.105826,71.316135,1,10,2,0
1,1,0,0,2,7,1,0,0,0,0,0,67.1,0,31.992578,7.879026,122,0,69.105469,19.343202,0,0,0,0,0,0,171.322531,64.724404,108.816917,41.581091,1,10,2,0
2,0,2,0,3,14,0,1,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,119.549046,0,119.549046,119.549046,119.549046,0,6912,61.831838,1061.221183,2297.735444,0,-1,2,0
2,0,2,0,3,14,0,1,10,10,10,0,846,0,79.799479,115.168949,0,0,0,0,-1,0,0,0,0,0,6912,64.724404,854.544804,2023.641562,0,-1,2,0
2,0,2,0,3,13,0,0,10,10,10,0,99,0,20.536458,15.941829,0,0,0,0,282.979945,0,282.979945,282.979945,282.979945,0,6912,61.831838,1053.441485,2299.378667,0,-1,2,0
1,0,1,0,3,13,0,0,10,10,10,0,99,0,20.536458,15.941829,0,0,0,0,0,0,0,0,0,0,317.677126,114.81096,188.105826,71.316135,0,-1,2,0
1,1,0,0,2,8,1,0,0,0,0,0,99,0,20.536458,15.941829,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,0,0,6912,61.831838,835.226637,2027.26332,1,10,2,0
2,0,2,0,3,11,0,0,10,10,10,0,199,0,120.894531,31.951796,0,0,0,0,-1,0,0,0,0,0,6912,114.81096,1308.754855,2506.692952,0,-1,2,0
2,0,2,0,3,13,0,0,10,10,10,0,67.1,0,31.992578,7.879026,0,0,0,0,135.136049,0,135.136049,135.136049,135.136049,0,6912,61.831838,1310.147122,2507.648394,0,-1,2,0
1,1,0,0,2,6,0,0,0,0,0,0,6.435703,-0.671917,-0.001486,0.967585,2.42,0.078,0.471876,0.331113,0,0,0,0,0,0,6912,61.831838,818.537279,2033.139669,0,-1,2,0
1,0,1,0,3,14,0,0,10,10,10,0,3.948514,-1.143084,0.008531,1.008551,0,0,0,0,0,0,0,0,0,0,6912,70.102511,1293.419586,2517.162322,0,-1,2,0
2,0,2,0,3,14,0,0,10,10,10,0,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,171.322531,0,171.322531,171.322531,171.322531,0,6912,64.724404,1275.71781,2521.444962,0,-1,2,0
1,1,0,0,2,7,1,0,0,0,0,0,2.746566,-3.561165,0.011776,1.000096,2.371433,-3.680139,-0.003747,0.971651,0,0.737788,0,0,0,0,6901.973606,64.372314,1240.531156,2532.15516,1,10,2,0
2,0,2,0,3,14,1,0,10,10,10,0,6.435703,-0.671917,-0.001486,0.967585,0,0,0,0,-1,0,0,0,0,0,6912,64.724404,1268.593135,2525.070759,1,10,2,0
1,1,0,0,2,9,0,1,0,0,0,0,199,0,120.894531,31.951796,67.1,0,31.992578,7.879026,0,0,0,0,0,0,0,0,0,0,0,-1,2,0
1,0,1,0,3,11,0,1,10,10,10,0,846,0,79.799479,115.168949,0,0,0,0,0,0,0,0,0,0,6912,64.724404,854.544804,2023.641562,0,-1,2,0
2,0,2,0,3,12,0,0,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,64.724404,0,64.724404,64.724404,64.724404,0,6912,64.724404,1060.90228,2297.924658,0,-1,2,0
2,0,2,0,3,14,1,0,10,10,10,0,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1255.783691,2530.348625,1,10,2,0
1,0,1,0,3,13,0,1,10,10,10,0,81,21,33.240885,11.752573,0,0,0,0,0,0,0,0,0,0,6912,61.831838,826.896815,2031.963776,0,-1,2,0
1,0,1,0,3,12,0,0,10,10,10,0,4.138856,-1.047928,0.010252,1.015968,0,0,0,0,0,0,0,0,0,0,6912,61.831838,1303.022447,2511.391787,0,-1,2,0
1,1,0,0,2,9,0,1,0,0,0,0,2.42,0.078,0.471876,0.331113,81,21,33.240885,11.752573,0,0,0,0,0,0,496.366627,75.686457,191.861546,131.341566,0,-1,2,0
2,0,2,0,3,11,1,0,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,-1,0,0,0,0,0,6912,64.724404,821.660368,2033.791816,1,10,2,0
1,1,0,0,2,7,0,0,0,0,0,0,4.138856,-1.047928,0.010252,1.015968,5.628229,-1.183867,-0.038213,0.963097,0,0.329731,0,0,0,0,6912,61.831838,1290.213003,2516.873572,0,-1,2,0
2,0,2,0,3,14,0,1,10,10,10,0,3.948514,-1.143084,0.008531,1.008551,0,0,0,0,171.322531,0,171.322531,171.322531,171.322531,0,6912,64.724404,1281.618402,2520.03204,0,-1,2,0
2,0,2,0,3,10,1,0,10,10,10,0,2.746566,-3.561165,0.011776,1.000096,0,0,0,0,135.136049,0,135.136049,135.136049,135.136049,0,6912,61.831838,1286.9418,2516.05787,1,10,2,0
2,0,2,0,3,14,0,1,10,10,10,0,4.997307,-1.318916,-0.008685,1.017092,0,0,0,0,144.352774,0,144.352774,144.352774,144.352774,0,6912,61.831838,1287.658336,2517.228129,0,-1,2,0
2,0,2,0,3,13,0,1,10,10,10,0,67.1,0,31.992578,7.879026,0,0,0,0,79.239,0,79.239,79.239,79.239,0,6912,61.831838,1281.153102,2521.082615,0,-1,2,0
2,0,2,0,3,12,0,1,10,10,10,0,2.746566,-3.561165,0.011776,1.000096,0,0,0,0,61.831838,0,61.831838,61.831838,61.831838,0,6912,61.831838,1273.652388,2522.086466,0,-1,2,0
2,0,2,0,3,13,0,1,10,10,10,0,81,21,33.240885,11.752573,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,850.87242,2024.159581,0,-1,2,0
2,0,2,0,3,13,1,0,10,10,10,0,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1290.213003,2516.873572,1,10,2,0
2,0,2,0,3,14,1,0,10,10,10,0,122,0,69.105469,19.343202,0,0,0,0,496.366627,0,496.366627,496.366627,496.366627,0,6912,61.831838,1062.765816,2298.271555,1,10,2,0
1,0,1,0,3,13,1,0,10,10,10,0,6.435703,-0.671917,-0.001486,0.967585,0,0,0,0,0,0,0,0,0,0,6912,61.831838,1281.696061,2519.581414,1,10,2,0
1,1,0,0,2,7,1,0,0,0,0,0,2.42,0.078,0.471876,0.331113,67.1,0,31.992578,7.879026,0,0,0,0,0,0,282.979945,61.831838,140.263941,87.377009,1,10,2,0
2,0,2,0,3,11,0,1,10,10,10,0,6.435703,-0.671917,-0.001486,0.967585,0,0,0,0,61.831838,0,61.831838,61.831838,61.831838,0,6912,61.831838,1291.643837,2515.966498,0,-1,2,0
1,0,1,0,3,11,1,0,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,0,0,0,0,0,0,6912,64.724404,854.544804,2023.641562,1,10,2,0
1,1,0,0,2,8,0,1,0,0,0,0,99,0,20.536458,15.941829,4.138856,-1.047928,0.010252,1.015968,0,0,0,0,0,0,6912,61.831838,867.462942,2018.378213,0,-1,2,0
2,0,2,0,3,12,1,0,10,10,10,0,67.1,0,31.992578,7.879026,0,0,0,0,87.99842,0,87.99842,87.99842,87.99842,0,6912,64.724404,1268.050175,2526.565882,1,10,2,0
2,0,2,0,3,13,1,0,10,10,10,0,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,61.831838,0,61.831838,61.831838,61.831838,0,6912,61.831838,1290.213003,2516.873572,1,10,2,0
1,1,0,0,2,6,0,0,0,0,0,0,2.746566,-3.561165,0.011776,1.000096,2.42,0.078,0.471876,0.331113,0,0,0,0,0,0,6901.973606,61.831838,806.893591,2032.840963,0,-1,2,0
1,0,1,0,3,10,1,0,10,10,10,0,122,0,69.105469,19.343202,0,0,0,0,0,0,0,0,0,0,6912,64.724404,821.660368,2033.791816,1,10,2,0
1,1,0,0,2,8,1,0,0,0,0,0,4.997307,-1.318916,-0.008685,1.017092,5.628229,-1.183867,-0.038213,0.963097,0,0.518371,0,0,0,0,6912,61.831838,1288.820736,2515.910601,1,10,2,0
1,1,0,0,2,8,0,0,0,0,0,0,2.746566,-3.561165,0.011776,1.000096,2.371433,-3.680139,-0.003747,0.971651,0,0.737788,0,0,0,0,6901.973606,64.372314,1240.531156,2532.15516,0,-1,2,0
1,1,0,0,2,7,0,1,0,0,0,0,67.1,0,31.992578,7.879026,2.42,0.078,0.471876,0.331113,0,0,0,0,0,0,282.979945,61.831838,140.263941,87.377009,0,-1,2,0
2,0,2,0,3,12,1,0,10,10,10,0,4.997307,-1.318916,-0.008685,1.017092,0,0,0,0,87.99842,0,87.99842,87.99842,87.99842,0,6912,64.724404,1281.618402,2520.03204,1,10,2,1
2,0,2,0,3,11,1,0,10,10,10,0,81,21,33.240885,11.752573,0,0,0,0,317.677126,0,317.677126,317.677126,317.677126,0,6912,61.831838,1088.140894,2287.189114,1,10,2,0
2,0,2,0,3,13,1,0,10,10,10,0,2.42,0.078,0.471876,0.331113,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,838.259822,2028.736349,1,10,2,0
2,0,2,0,3,14,0,1,10,10,10,0,2.746566,-3.561165,0.011776,1.000096,0,0,0,0,282.979945,0,282.979945,282.979945,282.979945,0,6912,61.831838,1267.974426,2523.854226,0,-1,2,0
2,0,2,0,3,13,1,0,10,10,10,0,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,282.979945,0,282.979945,282.979945,282.979945,0,6912,61.831838,1281.696061,2519.581414,1,10,2,0
2,0,2,0,3,13,0,0,10,10,10,0,4.300155,-3.923789,-0.002699,0.965673,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1311.539389,2508.6027,0,-1,2,0
1,1,0,0,2,7,1,0,0,0,0,0,4.300155,-3.923789,-0.002699,0.965673,4.997307,-1.318916,-0.008685,1.017092,0,0.879537,0,0,0,0,6912,114.81096,1308.754855,2506.692952,1,10,2,0
1,0,1,0,3,13,0,0,10,10,10,0,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,0,0,0,0,0,0,6912,61.831838,1268.886618,2524.93723,0,-1,2,0
2,0,2,0,3,10,0,1,10,10,10,0,81,21,33.240885,11.752573,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,822.138722,2033.527382,0,-1,2,0
1,1,0,0,2,7,0,1,0,0,0,0,2.42,0.078,0.471876,0.331113,2.746566,-3.561165,0.011776,1.000096,0,0,0,0,0,0,6901.973606,61.831838,806.893591,2032.840963,0,-1,2,0
2,0,2,0,3,14,1,0,10,10,10,0,2.746566,-3.561165,0.011776,1.000096,0,0,0,0,-1,0,0,0,0,0,6912,64.372314,1274.643006,2519.687138,1,10,2,0
1,1,0,0,2,9,0,1,0,0,0,0,122,0,69.105469,19.343202,4.300155,-3.923789,-0.002699,0.965673,0,0,0,0,0,0,171.322531,64.724404,108.816917,41.581091,0,-1,2,0
1,1,0,0,2,6,0,0,0,0,0,0,4.138856,-1.047928,0.010252,1.015968,5.628229,-1.183867,-0.038213,0.963097,0,0.329731,0,0,0,0,6912,61.831838,1290.213003,2516.873572,0,-1,2,0
2,0,2,0,3,13,0,0,10,10,10,0,6.435703,-0.671917,-0.001486,0.967585,0,0,0,0,-1,0,0,0,0,0,6912,64.724404,1294.505505,2514.148927,0,-1,2,0
1,1,0,0,2,6,1,0,0,0,0,0,99,0,20.536458,15.941829,122,0,69.105469,19.343202,0,0,0,0,0,0,317.677126,64.724404,142.746082,77.850126,1,10,2,0
2,0,2,0,3,12,1,0,10,10,10,0,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1281.153102,2521.082615,1,10,2,0
2,0,2,0,3,13,0,0,10,10,10,0,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,317.677126,0,317.677126,317.677126,317.677126,0,6912,64.724404,1301.63018,2510.433818,0,-1,2,0
2,0,2,0,3,12,0,1,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,61.831838,0,61.831838,61.831838,61.831838,0,6912,61.831838,1050.364529,2301.716476,0,-1,2,0
1,1,0,0,2,6,1,0,0,0,0,0,3.948514,-1.143084,0.008531,1.008551,2.371433,-3.680139,-0.003747,0.971651,0,0.794761,0,0,0,0,6912,70.102511,1293.419586,2517.162322,1,10,2,0
2,0,2,0,3,10,0,1,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,64.724404,0,64.724404,64.724404,64.724404,0,6912,64.724404,1060.90228,2297.924658,0,-1,2,0
1,0,1,0,3,12,0,0,10,10,10,0,846,0,79.799479,115.168949,0,0,0,0,0,0,0,0,0,0,6912,61.831838,860.472032,2021.517185,0,-1,2,0
2,0,2,0,3,10,0,1,10,10,10,0,3.948514,-1.143084,0.008531,1.008551,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1281.153102,2521.082615,0,-1,2,0
1,1,0,0,2,8,0,1,0,0,0,0,6.435703,-0.671917,-0.001486,0.967585,2.42,0.078,0.471876,0.331113,0,0,0,0,0,0,6912,61.831838,818.537279,2033.139669,0,-1,2,0
2,0,2,0,3,14,0,0,10,10,10,0,4.997307,-1.318916,-0.008685,1.017092,0,0,0,0,-1,0,0,0,0,0,6912,70.102511,1301.087221,2511.944794,0,-1,2,0
2,0,2,0,3,11,0,0,10,10,10,0,4.300155,-3.923789,-0.002699,0.965673,0,0,0,0,135.136049,0,135.136049,135.136049,135.136049,0,6912,61.831838,1310.147122,2507.648394,0,-1,2,0
2,0,2,0,3,11,0,1,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,-1,0,0,0,0,0,6912,70.102511,858.623569,2021.659352,0,-1,2,0
1,0,1,0,3,10,1,0,10,10,10,0,3.948514,-1.143084,0.008531,1.008551,0,0,0,0,0,0,0,0,0,0,6912,61.831838,1281.153102,2521.082615,1,10,2,0
1,0,1,0,3,10,0,0,10,10,10,0,81,21,33.240885,11.752573,0,0,0,0,0,0,0,0,0,0,496.366627,61.831838,191.447267,155.134893,0,-1,2,0
2,0,2,0,3,11,1,0,10,10,10,0,4.997307,-1.318916,-0.008685,1.017092,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1288.820736,2515.910601,1,10,2,0
2,0,2,0,3,11,1,0,10,10,10,0,99,0,20.536458,15.941829,0,0,0,0,-1,0,0,0,0,0,6912,64.724404,822.529119,2031.035465,1,10,2,0
1,1,0,0,2,9,0,1,0,0,0,0,17,0,3.845052,3.367384,846,0,79.799479,115.168949,0,0,0,0,0,0,496.366627,64.724404,195.418191,144.721888,0,-1,2,0
1,1,0,0,2,7,0,1,0,0,0,0,199,0,120.894531,31.951796,846,0,79.799479,115.168949,0,0,0,0,0,0,317.677126,64.724404,171.006606,107.8663,0,-1,2,1
1,0,1,0,3,10,1,0,10,10,10,0,81,21,33.240885,11.752573,0,0,0,0,0,0,0,0,0,0,6912,61.831838,860.472032,2021.517185,1,10,2,0
1,1,0,0,2,8,1,0,0,0,0,0,81,21,33.240885,11.752573,99,0,20.536458,15.941829,0,0,0,0,0,0,496.366627,61.831838,203.436671,131.495287,1,10,2,0
2,0,2,0,3,10,0,1,10,10,10,0,99,0,20.536458,15.941829,0,0,0,0,119.549046,0,119.549046,119.549046,119.549046,0,6912,61.831838,1074.932355,2292.167088,0,-1,2,0
2,0,2,0,3,10,0,1,10,10,10,0,67.1,0,31.992578,7.879026,0,0,0,0,75.686457,0,75.686457,75.686457,75.686457,0,6912,61.831838,1255.783691,2530.348625,0,-1,2,0
2,0,2,0,3,14,1,0,10,10,10,0,6.435703,-0.671917,-0.001486,0.967585,0,0,0,0,135.136049,0,135.136049,135.136049,135.136049,0,6912,61.831838,1304.93325,2509.827941,1,10,2,0
2,0,2,0,3,12,0,1,10,10,10,0,199,0,120.894531,31.951796,0,0,0,0,144.352774,0,144.352774,144.352774,144.352774,0,6912,61.831838,1277.110077,2522.413051,0,-1,2,0
1,1,0,0,2,8,1,0,0,0,0,0,4.300155,-3.923789,-0.002699,0.965673,2.371433,-3.680139,-0.003747,0.971651,0,0.980843,0,0,0,0,0,0,0,0,1,10,2,0
2,0,2,0,3,13,0,0,10,10,10,0,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,201.582466,0,201.582466,201.582466,201.582466,0,6912,61.831838,1288.820736,2515.910601,0,-1,2,0
1,1,0,0,2,7,0,1,0,0,0,0,67.1,0,31.992578,7.879026,99,0,20.536458,15.941829,0,0,0,0,0,0,317.677126,114.81096,188.105826,71.316135,0,-1,2,0
2,0,2,0,3,13,0,0,10,10,10,0,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1290.213003,2516.873572,0,-1,2,0
1,0,1,0,3,13,0,1,10,10,10,0,4.138856,-1.047928,0.010252,1.015968,0,0,0,0,0,0,0,0,0,0,6912,61.831838,1310.147122,2507.648394,0,-1,2,0
2,0,2,0,3,12,1,0,10,10,10,0,846,0,79.799479,115.168949,0,0,0,0,87.99842,0,87.99842,87.99842,87.99842,0,6912,64.724404,1062.453881,2297.259258,1,10,2,0
2,0,2,0,3,11,0,1,10,10,10,0,2.746566,-3.561165,0.011776,1.000096,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1276.035273,2520.656496,0,-1,2,0
2,0,2,0,3,10,0,0,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,201.582466,0,201.582466,201.582466,201.582466,0,6912,61.831838,1074.68776,2292.380302,0,-1,2,0
2,0,2,0,3,10,0,0,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,822.138722,2033.527382,0,-1,2,0
1,1,0,0,2,7,0,1,0,0,0,0,122,0,69.105469,19.343202,4.138856,-1.047928,0.010252,1.015968,0,0,0,0,0,0,6912,61.831838,826.896815,2031.963776,0,-1,2,0
2,0,2,0,3,10,0,1,10,10,10,0,4.138856,-1.047928,0.010252,1.015968,0,0,0,0,87.99842,0,87.99842,87.99842,87.99842,0,6912,61.831838,1282.54658,2520.675749,0,-1,2,0
1,0,1,0,3,14,1,0,10,10,10,0,2.42,0.078,0.471876,0.331113,0,0,0,0,0,0,0,0,0,0,6912,61.831838,835.226637,2027.26332,1,10,2,0
2,0,2,0,3,13,0,1,10,10,10,0,99,0,20.536458,15.941829,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,867.462942,2018.378213,0,-1,2,0
2,0,2,0,3,12,1,0,10,10,10,0,99,0,20.536458,15.941829,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,835.226637,2027.26332,1,10,2,0
1,1,0,0,2,8,0,0,0,0,0,0,5.628229,-1.183867,-0.038213,0.963097,846,0,79.799479,115.168949,0,0,0,0,0,0,6912,61.831838,818.537279,2033.139669,0,-1,2,0
1,1,0,0,2,7,0,1,0,0,0,0,4.300155,-3.923789,-0.002699,0.965673,99,0,20.536458,15.941829,0,0,0,0,0,0,317.677126,114.81096,188.105826,71.316135,0,-1,2,0
2,0,2,0,3,14,1,0,10,10,10,0,4.997307,-1.318916,-0.008685,1.017092,0,0,0,0,-1,0,0,0,0,0,6912,114.81096,1308.754855,2506.692952,1,10,2,0
1,1,0,0,2,7,0,0,0,0,0,0,2.371433,-3.680139,-0.003747,0.971651,4.300155,-3.923789,-0.002699,0.965673,0,0.980843,0,0,0,0,0,0,0,0,0,-1,2,0
2,0,2,0,3,12,1,0,10,10,10,0,4.300155,-3.923789,-0.002699,0.965673,0,0,0,0,282.979945,0,282.979945,282.979945,282.979945,0,6912,61.831838,1281.696061,2519.581414,1,10,2,0
2,0,2,0,3,13,0,1,10,10,10,0,5.628229,-1.183867,-0.038213,0.963097,0,0,0,0,-1,0,0,0,0,0,6912,61.831838,1268.886618,2524.93723,0,-1,2,0
2,0,2,0,3,11,1,0,10,10,10,0,122,0,69.105469,19.343202,0,0,0,0,79.239,0,79.239,79.239,79.239,0,6912,61.831838,1050.282462,2301.803778,1,10,2,0
1,1,0,0,2,8,1,0,0,0,0,0,2.371433,-3.680139,-0.003747,0.971651,81,21,33.240885,11.752573,0,0,0,0,0,0,496.366627,61.831838,191.447267,155.134893,1,10,2,0
2,0,2,0,3,14,1,0,10,10,10,0,6.435703,-0.671917,-0.001486,0.967585,0,0,0,0,-1,0,0,0,0,0,6912,64.724404,1268.593135,2525.070759,1,10,2,0
1,0,1,0,3,11,1,0,10,10,10,0,199,0,120.894531,31.951796,0,0,0,0,0,0,0,0,0,0,6912,114.81096,1308.754855,2506.692952,1,10,2,0
2,0,2,0,3,12,0,1,10,10,10,0,2.371433,-3.680139,-0.003747,0.971651,0,0,0,0,-1,0,0,0,0,0,6912,114.81096,1308.754855,2506.692952,0,-1,2,0
1,1,0,0,2,8,1,0,0,0,0,0,4.300155,-3.923789,-0.002699,0.965673,2.746566,-3.561165,0.011776,1.000096,0,0.733799,0,0,0,0,6901.973606,64.372314,1240.531156,2532.15516,1,10,2,0
1,1,0,0,2,9,1,0,0,0,0,0,846,0,79.799479,115.168949,81,21,33.240885,11.752573,0,0,0,0,0,0,496.366627,61.831838,196.646409,145.792667,1,10,2,0
2,0,2,0,3,14,0,1,10,10,10,0,2.746566,-3.561165,0.011776,1.000096,0,0,0,0,135.136049,0,135.136049,135.136049,135.136049,0,6912,61.831838,1286.9418,2516.05787,0,-1,2,0
2,0,2,0,3,14,0,1,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,61.831838,0,61.831838,61.831838,61.831838,0,6912,61.831838,1050.364529,2301.716476,0,-1,2,0
1,0,1,0,3,13,1,0,10,10,10,0,6.435703,-0.671917,-0.001486,0.967585,0,0,0,0,0,0,0,0,0,0,6912,64.724404,1293.962546,2515.656134,1,10,2,0
1,0,1,0,3,10,1,0,10,10,10,0,4.300155,-3.923789,-0.002699,0.965673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0
2,0,2,0,3,13,0,0,10,10,10,0,17,0,3.845052,3.367384,0,0,0,0,201.582466,0,201.582466,201.582466,201.582466,0,6912,61.831838,1074.68776,2292.380302,0,-1,2,0
1,0,1,0,3,13,1,0,10,10,10,0,2.42,0.078,0.471876,0.331113,0,0,0,0,0,0,0,0,0,0,6912,61.831838,838.259822,2028.736349,1,10,2,0
2,0,2,0,3,10,1,0,10,10,10,0,122,0,69.105469,19.343202,0,0,0,0,-1,0,0,0,0,0,6912,64.724404,822.529119,2031.035465,1,10,2,0
2,0,2,0,3,10,0,1,10,10,10,0,4.300155,-3.923789,-0.002699,0.965673,0,0,0,0,114.81096,0,114.81096,114.81096,114.81096,0,6912,70.102511,1301.087221,2511.944794,0,-1,2,0
2,0,2,0,3,10,0,0,10,10,10,0,2.42,0.078,0.471876,0.331113,0,0,0,0,171.322531,0,171.322531,171.322531,171.322531,0,6912,61.831838,1048.8443,2300.88029,0,-1,2,0
