@relation trainingSet

@attribute 159 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 162 numeric
@attribute 163 numeric
@attribute 164 numeric
@attribute 165 numeric
@attribute 166 numeric
@attribute 167 numeric
@attribute 168 numeric
@attribute 169 numeric
@attribute 170 numeric
@attribute 171 numeric
@attribute 172 numeric

@data
0.138177,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.135506,-1,-1,-1,-1,-1,0,0,0,0,1642.363807,64.281541,626.956358,671.28024
0.144196,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.142236,-1,-1,-1,-1,-1,0,0,0,0,75.263957,55.589772,66.73414,7.486287
0.124899,-1,109.502355,10.684756,59.67508,38.331497,0,0,0,0,0,0,0,0
0.142894,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.130715,-1,111.352287,11.409538,66.541,39.892748,0,0,0,0,1314.916264,98.251832,441.497891,449.44612
0.140763,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.129174,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.132036,-1,114.541538,19.097243,69.073351,37.831674,0,0,0,0,2924.270469,93.927551,695.384488,1114.951561
0.136437,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141251,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134597,-1,109.669715,9.513308,60.569186,38.780924,0,0,0,0,650.707351,57.95353,167.99486,216.47372
0.141362,-1,104.949965,19.21948,61.291585,34.121858,0,0,0,0,161.170537,67.003773,111.157661,31.092059
0.140361,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141958,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.14107,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139674,-1,108.956193,11.977884,60.81161,38.044655,0,0,0,0,0,0,0,0
0.140642,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.124287,-1,120.251777,19.553763,70.236421,35.220141,0,0,0,0,0,0,0,0
0.141951,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139504,-1,135.014819,19.463544,79.640759,39.457911,0,0,0,0,0,0,0,0
0.131084,-1,112.595892,11.661846,60.722587,40.423085,0,0,0,0,0,0,0,0
0.137179,-1,115.653482,19.201963,70.024537,37.343458,0,0,0,0,1217.96387,47.922699,313.399192,452.761509
0.133989,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137322,-1,108.468521,12.604991,55.082928,37.576651,0,0,0,0,0,0,0,0
0.121426,-1,113.182295,11.39922,63.204694,39.4098,0,0,0,0,1171.27515,114.785623,449.654377,421.598267
0.144021,-1,115.714533,19.350198,68.854654,34.05944,0,0,0,0,0,0,0,0
0.139468,-1,-1,-1,-1,-1,0,0,0,0,135.110251,79.004629,103.495678,21.55328
0.132479,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137299,-1,120.091324,19.779825,71.444698,34.234071,0,0,0,0,0,0,0,0
0.128477,-1,112.267836,11.122496,66.302967,39.96768,0,0,0,0,1221.708069,69.821583,531.380306,515.45648
0.115366,-1,-1,-1,-1,-1,0,0,0,0,1202.109973,70.994082,341.215428,404.565817
0.138445,-1,112.221603,12.674093,66.386463,39.659384,0,0,0,0,1801.425922,83.080359,679.873757,705.394264
0.129397,-1,87.592032,64.118751,79.583033,7.657151,0,0,0,0,0,0,0,0
0.140741,-1,111.55777,11.525628,61.495578,38.530566,0,0,0,0,0,0,0,0
0.141725,-1,113.34383,19.304368,68.839392,36.473287,0,0,0,0,0,0,0,0
0.133429,-1,110.499184,18.998007,61.417278,37.228741,0,0,0,0,0,0,0,0
0.132509,-1,75.133939,0.912834,31.138218,22.332805,0,0,0,0,0,0,0,0
0.135551,-1,108.41357,10.815434,64.692287,39.011504,0,0,0,0,0,0,0,0
0.140258,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.114023,-1,255.922382,4.497408,86.687793,88.619387,0,0,0,0,0,0,0,0
0.126426,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.133083,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140182,-1,114.379131,13.613662,74.55459,37.273055,0,0,0,0,331.432462,72.275832,203.072984,108.9171
0.135092,-1,114.275697,12.985104,61.666753,37.544002,0,0,0,0,425.752399,86.319997,222.931928,161.513292
0.14102,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.126763,-1,-1,-1,-1,-1,0,0,0,0,373.515193,114.738959,268.725823,108.212191
0.139286,-1,114.041146,12.599504,64.9796,40.394388,0,0,0,0,0,0,0,0
0.137467,-1,105.303376,15.321629,55.344018,35.875257,0,0,0,0,0,0,0,0
0.133689,-1,-1,-1,-1,-1,0,0,0,0,2158.83032,129.334211,622.464016,715.32731
0.133859,-1,111.857863,12.901196,55.257744,37.291799,0,0,0,0,1506.299488,41.374295,489.43424,561.784118
0.136468,-1,-1,-1,-1,-1,0,0,0,0,247.695034,64.2496,148.190597,68.356034
0.137642,-1,118.042444,19.580816,71.958371,33.596817,0,0,0,0,0,0,0,0
0.137709,-1,104.739726,12.811991,57.22656,37.935187,0,0,0,0,284.949157,120.386398,162.894359,61.56702
0.141017,-1,116.732328,19.438093,75.783175,35.345874,0,0,0,0,0,0,0,0
0.143404,-1,116.283591,14.558047,62.440999,38.991152,0,0,0,0,0,0,0,0
0.138612,-1,-1,-1,-1,-1,0,0,0,0,1616.203407,97.059904,752.391767,704.949995
0.128861,-1,109.350132,11.38246,59.764231,38.202742,0,0,0,0,0,0,0,0
0.140218,-1,101.695756,18.187584,66.684673,31.034803,0,0,0,0,0,0,0,0
0.126025,-1,102.624624,18.221087,65.466242,33.271624,0,0,0,0,2779.343371,83.901303,669.306976,1056.186416
0.124202,-1,111.760504,12.126664,57.942659,38.763922,0,0,0,0,2769.888655,66.000859,713.553062,1036.059746
0.129579,-1,113.103801,12.686524,63.683132,38.403862,0,0,0,0,1634.937625,55.901848,601.303107,598.748296
0.140205,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140166,-1,116.26032,14.682965,66.172566,40.320714,0,0,0,0,0,0,0,0
0.141629,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.14284,-1,14.173853,0.418644,4.271716,4.468725,0,0,0,0,0,0,0,0
0.144031,-1,111.643328,12.049926,64.978599,39.934867,0,0,0,0,0,0,0,0
0.130218,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.142139,-1,29.419567,0.667201,10.756919,8.861356,0,0,0,0,178.459148,56.836285,116.392953,42.694857
0.140043,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140796,-1,115.23074,15.534426,62.379476,38.723147,0,0,0,0,0,0,0,0
0.134511,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.114615,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134319,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138228,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138684,-1,114.250921,11.832194,61.831359,39.192999,0,0,0,0,0,0,0,0
0.141624,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140688,-1,-1,-1,-1,-1,0,0,0,0,441.710737,86.134666,229.597924,149.774505
0.133497,-1,110.560655,12.234192,60.757299,38.272125,0,0,0,0,1279.918813,127.979555,522.080464,479.547885
0.122204,-1,112.47048,11.761887,66.45301,39.889718,0,0,0,0,1446.574246,70.791079,623.064194,622.560301
0.144564,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.116466,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.143657,-1,110.708132,7.715286,64.884936,40.042233,0,0,0,0,0,0,0,0
0.143659,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.133387,-1,-1,-1,-1,-1,0,0,0,0,1238.630174,85.461154,373.54178,441.566018
0.139663,-1,120.268396,13.414208,62.957284,39.888815,0,0,0,0,0,0,0,0
0.142945,-1,111.104663,19.080388,67.52851,36.433439,0,0,0,0,0,0,0,0
0.128669,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.135498,-1,101.378409,18.167413,68.497378,31.017496,0,0,0,0,1975.063332,109.180528,687.327699,744.887274
0.133932,-1,85.960357,14.374485,51.527983,26.418037,0,0,0,0,0,0,0,0
0.139999,-1,113.080625,13.668973,62.061557,38.666777,0,0,0,0,0,0,0,0
0.139994,-1,109.065265,17.88443,60.428756,37.679676,0,0,0,0,1788.061489,70.55031,660.130293,763.946191
0.142249,-1,-1,-1,-1,-1,0,0,0,0,1307.612917,107.60176,458.364266,466.131046
0.130722,-1,114.986451,19.194009,64.616188,36.307727,0,0,0,0,0,0,0,0
0.132655,-1,111.918577,12.399931,62.780221,38.400871,0,0,0,0,0,0,0,0
0.143294,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137701,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139604,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.133852,-1,110.468474,10.37946,59.949893,38.864533,0,0,0,0,0,0,0,0
0.144481,-1,114.826716,19.350881,73.663043,34.57475,0,0,0,0,0,0,0,0
0.138429,-1,105.239334,13.374364,58.523725,37.186765,0,0,0,0,411.091884,127.492268,255.925059,111.286708
0.14036,-1,108.602972,9.498052,60.485556,38.529939,0,0,0,0,0,0,0,0
0.140703,-1,110.771229,19.192019,67.556539,36.42464,0,0,0,0,0,0,0,0
0.139593,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.135472,-1,113.452132,11.055047,56.949445,39.246781,0,0,0,0,0,0,0,0
0.124229,-1,112.543234,19.178153,70.334905,36.229607,0,0,0,0,1165.701872,76.916773,367.524536,407.185448
0.132509,-1,75.133939,0.912834,31.138218,22.332805,0,0,0,0,0,0,0,0
0.137939,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141946,-1,110.051262,13.580811,55.312181,36.874337,0,0,0,0,0,0,0,0
0.138838,-1,146.684901,4.504037,64.020488,52.379549,0,0,0,0,1724.265569,121.436729,764.523923,688.632317
0.140871,-1,111.173033,12.277192,60.862418,38.281276,0,0,0,0,0,0,0,0
0.130184,-1,114.514818,14.137427,62.482706,39.044346,0,0,0,0,916.599235,78.451017,253.920728,299.61295
0.131091,-1,102.911289,18.205482,63.268802,35.292467,0,0,0,0,653.793061,69.793092,203.192575,226.365977
0.134152,-1,116.298151,19.200859,69.151192,37.096597,0,0,0,0,0,0,0,0
0.141312,-1,110.008468,12.643956,61.122727,38.186951,0,0,0,0,0,0,0,0
0.131222,-1,113.358537,19.218095,67.636549,38.994889,0,0,0,0,215.866944,83.861484,147.537923,47.233026
0.137186,-1,109.261607,4.744642,64.584989,40.737425,0,0,0,0,1059.801944,70.723045,423.83978,396.999206
0.136976,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137865,-1,-1,-1,-1,-1,0,0,0,0,1123.004011,65.49672,329.437359,403.289242
0.141021,-1,114.56977,12.719184,65.27038,40.662605,0,0,0,0,1241.799745,99.464906,576.011946,495.60121
0.112998,-1,105.346584,10.465669,71.149168,31.505971,0,0,0,0,0,0,0,0
0.124132,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.133083,-1,58.864981,4.942244,29.950975,18.429211,0,0,0,0,0,0,0,0
0.129855,-1,112.433288,12.063463,61.463157,38.659073,0,0,0,0,0,0,0,0
0.135835,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140412,-1,109.953592,12.311592,61.283151,38.347202,0,0,0,0,0,0,0,0
0.142303,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134401,-1,116.121653,19.216071,63.516875,37.854362,0,0,0,0,0,0,0,0
0.128861,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139338,-1,114.374806,15.011502,61.970248,38.65097,0,0,0,0,0,0,0,0
0.128861,-1,109.350132,11.38246,59.764231,38.202742,0,0,0,0,0,0,0,0
0.141946,-1,36.560163,4.029439,18.30384,10.727354,0,0,0,0,0,0,0,0
0.131298,-1,80.004176,15.024686,36.827043,22.667189,0,0,0,0,315.705839,145.337534,195.697499,61.639545
0.110925,-1,115.166687,13.424219,56.365496,38.064867,0,0,0,0,0,0,0,0
0.133599,-1,117.765221,13.148511,66.075226,41.041582,0,0,0,0,347.341822,112.04118,199.043993,81.852684
0.129377,-1,114.113526,12.475879,61.716725,38.961694,0,0,0,0,0,0,0,0
0.13731,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.112343,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.128673,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136434,-1,114.874307,13.725638,62.152804,37.534345,0,0,0,0,311.498187,56.700757,161.00393,105.128101
0.140904,-1,112.312717,13.684533,62.052336,38.541677,0,0,0,0,0,0,0,0
0.137376,-1,117.324667,19.49225,70.395777,33.913664,0,0,0,0,2096.118514,76.430757,697.055558,754.777128
0.136728,-1,105.366777,13.218744,55.834991,35.948246,0,0,0,0,0,0,0,0
0.140908,-1,-1,-1,-1,-1,0,0,0,0,315.434359,65.455762,170.7577,106.42299
0.129189,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.127905,-1,175.089626,6.227686,66.726595,58.283569,0,0,0,0,0,0,0,0
0.13243,-1,109.960537,9.594336,54.548332,37.436149,0,0,0,0,0,0,0,0
0.141368,-1,47.090831,7.116993,22.180872,15.832777,0,0,0,0,0,0,0,0
0.139675,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138612,-1,112.111697,12.274468,60.980955,39.067522,0,0,0,0,1616.203407,97.059904,646.723388,685.534666
0.138488,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137468,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134125,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.13366,-1,110.670665,18.881667,61.091485,37.236016,0,0,0,0,2162.384148,81.733724,782.373585,900.662004
0.133457,-1,-1,-1,-1,-1,0,0,0,0,1671.743702,89.496728,685.812759,680.256627
0.140419,-1,-1,-1,-1,-1,0,0,0,0,2669.49723,60.656542,754.058522,977.713078
0.141322,-1,138.379547,11.567228,62.617795,41.43327,0,0,0,0,0,0,0,0
0.140908,-1,114.352504,13.609005,68.177423,37.897538,0,0,0,0,315.434359,65.455762,170.7577,106.42299
0.139488,-1,-1,-1,-1,-1,0,0,0,0,1192.705782,90.220758,348.325702,424.296709
0.130798,-1,103.308302,12.554611,53.737051,35.45915,0,0,0,0,0,0,0,0
0.138509,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139229,-1,-1,-1,-1,-1,0,0,0,0,1267.005481,95.620854,561.794101,566.172819
0.142894,-1,108.88964,12.522723,64.594132,39.177354,0,0,0,0,0,0,0,0
0.127225,-1,122.498918,12.870092,64.519435,39.972086,0,0,0,0,1120.552746,71.995014,374.404035,352.666976
0.140527,-1,99.299128,9.017638,40.474076,36.233713,0,0,0,0,0,0,0,0
0.126041,-1,112.40706,12.911389,62.743464,38.729389,0,0,0,0,0,0,0,0
0.118063,-1,58.082936,4.642519,24.496042,18.168603,0,0,0,0,0,0,0,0
0.136351,-1,-1,-1,-1,-1,0,0,0,0,1148.270059,94.857018,305.151097,379.046134
0.129355,-1,110.208794,2.545913,53.639754,39.664683,0,0,0,0,0,0,0,0
0.135954,-1,-1,-1,-1,-1,0,0,0,0,397.599755,77.222878,220.506221,125.793142
0.128891,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.13418,-1,111.562634,13.044607,66.382126,39.460555,0,0,0,0,213.07288,80.278352,152.071962,48.023498
0.130908,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.126615,-1,-1,-1,-1,-1,0,0,0,0,484.966837,68.696215,191.967392,149.008342
0.13345,-1,50.025977,28.791826,42.481317,7.002037,0,0,0,0,882.193782,83.764401,289.630858,298.01453
0.126849,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140325,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.135579,-1,112.573481,13.535145,61.873101,38.71388,0,0,0,0,673.792992,87.647791,230.562828,201.80793
0.142848,-1,111.609355,12.780613,61.243656,38.483361,0,0,0,0,0,0,0,0
0.132479,-1,108.476921,18.89186,65.173588,37.101767,0,0,0,0,0,0,0,0
0.133852,-1,110.468474,10.37946,59.949893,38.864533,0,0,0,0,0,0,0,0
0.134636,-1,105.403309,13.563413,54.688153,35.87523,0,0,0,0,0,0,0,0
0.12286,-1,-1,-1,-1,-1,0,0,0,0,2845.686933,118.224499,684.65616,973.455214
0.13917,-1,108.9265,11.995181,60.892372,38.085297,0,0,0,0,0,0,0,0
0.141535,-1,116.918729,19.493129,76.978855,35.520351,0,0,0,0,0,0,0,0
0.126426,-1,61.975448,5.627455,28.867315,19.543248,0,0,0,0,0,0,0,0
0.14036,-1,108.602972,9.498052,60.485556,38.529939,0,0,0,0,0,0,0,0
0.126818,-1,127.650761,13.640333,57.938514,40.919034,0,0,0,0,461.711815,100.671734,250.808809,121.533777
0.137023,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141444,-1,116.579306,13.366864,60.042179,41.36584,0,0,0,0,0,0,0,0
0.136385,-1,112.238154,13.452857,61.145304,38.558894,0,0,0,0,0,0,0,0
0.142534,-1,-1,-1,-1,-1,0,0,0,0,1963.009737,120.672043,612.716399,704.337056
0.143581,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.126991,-1,112.471229,11.951774,65.978154,39.553088,0,0,0,0,0,0,0,0
0.129093,-1,102.711726,18.224175,65.897962,33.211739,0,0,0,0,2271.990256,69.044994,725.898514,851.581663
0.134524,-1,111.877394,13.030564,61.584558,39.152343,0,0,0,0,853.694207,84.895736,360.369554,322.881468
0.140258,-1,109.900444,10.647828,65.232532,39.346,0,0,0,0,0,0,0,0
0.137276,-1,113.386524,12.555448,65.227187,40.164003,0,0,0,0,0,0,0,0
0.138063,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138689,-1,112.217242,12.731022,60.857736,38.749982,0,0,0,0,0,0,0,0
0.133106,-1,-1,-1,-1,-1,0,0,0,0,488.063033,57.77353,170.442363,161.516496
0.127591,-1,110.000711,18.998761,60.60374,37.633623,0,0,0,0,0,0,0,0
0.138869,-1,-1,-1,-1,-1,0,0,0,0,1439.575764,53.546672,448.100909,543.935009
0.125955,-1,-1,-1,-1,-1,0,0,0,0,478.18985,91.632977,192.659515,143.880543
0.128377,-1,113.431965,11.899136,57.317114,38.895602,0,0,0,0,0,0,0,0
0.128861,-1,109.350132,11.38246,59.764231,38.202742,0,0,0,0,0,0,0,0
0.136509,-1,-1,-1,-1,-1,0,0,0,0,183.845419,70.45898,117.759156,42.386656
0.137028,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137377,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.119769,-1,116.505402,12.561688,62.423094,39.662311,0,0,0,0,1315.465891,105.775902,340.747015,437.728938
0.132403,-1,109.395486,10.662473,54.55307,37.139557,0,0,0,0,0,0,0,0
0.12062,-1,53.075343,9.290642,35.604299,13.545275,0,0,0,0,1069.625764,85.687314,296.791919,386.931872
0.123006,-1,-1,-1,-1,-1,0,0,0,0,469.44141,81.045984,194.229992,140.610874
0.131834,-1,110.487319,11.4315,64.886958,39.825632,0,0,0,0,0,0,0,0
0.136962,-1,111.066513,12.024553,55.122736,37.219144,0,0,0,0,1890.181145,83.456869,600.73515,718.783449
0.134713,-1,104.914566,11.652699,57.362726,37.985374,0,0,0,0,207.123374,136.693127,158.784066,24.754391
0.140621,-1,26.368318,2.286454,17.59531,8.731838,0,0,0,0,368.665045,62.512394,186.130167,123.716294
0.144196,-1,105.043884,1.438081,61.466959,40.347595,0,0,0,0,0,0,0,0
0.141572,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141039,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.121426,-1,113.354573,17.243252,63.562321,38.27653,0,0,0,0,1171.27515,114.785623,449.654377,421.598267
0.131834,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139198,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136965,-1,115.385508,13.097593,61.205501,39.297399,0,0,0,0,1469.314503,135.803895,549.884953,522.930032
0.137183,-1,113.566941,13.158819,61.859816,38.688352,0,0,0,0,1877.049188,107.605455,554.435234,628.927399
0.142329,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141322,-1,110.129793,14.034664,65.713967,38.636359,0,0,0,0,0,0,0,0
0.133457,-1,112.766399,19.217446,64.956223,35.41749,0,0,0,0,1671.743702,89.496728,618.045241,639.207646
0.124899,-1,109.502355,10.684756,59.67508,38.331497,0,0,0,0,0,0,0,0
0.140621,-1,42.985998,19.282212,27.631694,7.929514,0,0,0,0,318.833573,73.548577,174.593546,105.998084
0.128942,-1,46.529598,1.491595,27.181164,15.654336,0,0,0,0,0,0,0,0
0.144564,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.132509,-1,108.51876,12.129747,59.782029,37.95235,0,0,0,0,0,0,0,0
0.131807,-1,113.400976,12.88174,64.90018,40.14705,0,0,0,0,1097.766608,82.382238,340.963736,380.946547
0.140667,-1,112.070651,10.819516,64.877079,40.212357,0,0,0,0,0,0,0,0
0.140667,-1,298.230792,15.577821,96.06294,86.173426,0,0,0,0,0,0,0,0
0.142287,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136562,-1,115.932657,12.289037,57.118745,39.326668,0,0,0,0,0,0,0,0
0.140988,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138393,-1,110.191568,18.985414,61.306387,37.130862,0,0,0,0,0,0,0,0
0.130567,-1,98.231169,15.846774,53.752933,32.094099,0,0,0,0,0,0,0,0
0.140964,-1,114.153257,11.964174,61.74768,38.956497,0,0,0,0,0,0,0,0
0.129662,-1,112.307499,12.348376,60.35781,38.628847,0,0,0,0,0,0,0,0
0.14061,-1,110.864003,11.857777,58.856764,40.540371,0,0,0,0,0,0,0,0
0.14102,-1,110.472949,11.475642,58.554798,40.557567,0,0,0,0,0,0,0,0
0.128695,-1,117.088481,11.888184,62.346547,39.613406,0,0,0,0,0,0,0,0
0.116729,-1,109.072526,18.948316,63.291122,35.216326,0,0,0,0,0,0,0,0
0.143333,-1,112.078202,13.024523,66.155298,39.294964,0,0,0,0,0,0,0,0
0.121699,-1,114.006941,5.638406,47.263729,38.214878,0,0,0,0,388.123755,73.69111,225.159064,132.543913
0.135551,-1,108.41357,10.815434,66.301997,37.292207,0,0,0,0,0,0,0,0
0.139761,-1,110.473127,13.381969,65.672066,38.874176,0,0,0,0,0,0,0,0
0.144021,-1,57.487505,0.169263,19.251218,18.817045,0,0,0,0,0,0,0,0
0.132335,-1,-1,-1,-1,-1,0,0,0,0,1404.134106,97.113637,375.773546,514.309264
0.126257,-1,122.825695,19.828678,71.393295,35.149145,0,0,0,0,0,0,0,0
0.131691,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.126799,-1,125.180534,13.04784,63.490721,40.951399,0,0,0,0,0,0,0,0
0.124276,-1,-1,-1,-1,-1,0,0,0,0,287.003241,57.653056,124.812056,83.363073
0.133481,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.111847,-1,102.01907,10.331806,64.879344,30.269598,0,0,0,0,0,0,0,0
0.139425,-1,108.297377,17.502929,59.464598,36.489024,0,0,0,0,0,0,0,0
0.140904,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141828,-1,112.663231,14.86412,61.99848,38.333826,0,0,0,0,0,0,0,0
0.131442,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.129156,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141826,-1,108.76464,18.886816,60.72259,36.968308,0,0,0,0,0,0,0,0
0.128212,-1,149.733799,114.742986,140.141629,11.706589,0,0,0,0,0,0,0,0
0.137993,-1,112.481464,31.652212,71.670364,32.659603,0,0,0,0,0,0,0,0
0.140827,-1,114.392365,13.614066,68.18582,37.902228,0,0,0,0,317.677126,64.724404,171.006606,107.8663
0.13958,-1,102.886792,0.462517,44.229147,38.259937,0,0,0,0,1673.216201,130.416427,446.7044,613.380436
0.137569,-1,115.078639,13.139579,65.887858,40.253626,0,0,0,0,0,0,0,0
0.140873,-1,114.388644,13.614113,68.170258,37.908567,0,0,0,0,318.074775,69.472332,173.4282,106.831604
0.133875,-1,116.881936,12.948386,56.950837,39.22178,0,0,0,0,3371.398175,121.79291,828.654594,1272.494186
0.144196,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.13311,-1,112.507156,19.186267,63.93609,36.373716,0,0,0,0,1340.68834,49.083299,341.555931,454.414861
0.138228,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.142435,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138456,-1,113.462023,19.291535,69.037631,36.535621,0,0,0,0,0,0,0,0
0.139697,-1,114.419492,12.379871,61.722342,39.408332,0,0,0,0,2001.175555,70.276092,691.75628,770.166643
0.139601,-1,112.551852,13.695467,56.456847,38.292964,0,0,0,0,0,0,0,0
0.13748,-1,-1,-1,-1,-1,0,0,0,0,717.942373,77.83008,243.120366,217.865688
0.144481,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.126773,-1,105.553365,13.564839,54.84982,36.015771,0,0,0,0,0,0,0,0
0.127496,-1,113.642961,11.748745,53.468807,40.650265,0,0,0,0,331.064896,59.960039,174.835296,106.233932
0.13102,-1,-1,-1,-1,-1,0,0,0,0,508.255959,54.125304,174.528938,168.79161
0.128942,-1,110.359582,12.113199,65.532234,37.470124,0,0,0,0,0,0,0,0
0.141952,-1,56.446407,3.120581,24.941359,18.279403,0,0,0,0,0,0,0,0
0.131671,-1,115.924632,11.070732,61.816042,39.560469,0,0,0,0,1213.53738,84.847162,329.581972,397.507532
0.13811,-1,111.282486,19.076958,67.542462,36.472275,0,0,0,0,0,0,0,0
0.141428,-1,112.455915,31.679606,71.630516,32.6865,0,0,0,0,0,0,0,0
0.136781,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134043,-1,225.903906,10.419279,133.64071,72.614428,0,0,0,0,1640.757094,94.289715,618.974011,705.080597
0.143249,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139366,-1,114.432391,10.720039,64.995977,34.336737,0,0,0,0,0,0,0,0
0.136962,-1,111.066513,12.024553,61.256944,38.412318,0,0,0,0,1890.181145,83.456869,600.73515,718.783449
0.136172,-1,249.402836,23.511456,168.561509,69.3839,0,0,0,0,0,0,0,0
0.130603,-1,-1,-1,-1,-1,0,0,0,0,454.471305,64.795299,187.514334,136.841624
0.133142,-1,-1,-1,-1,-1,0,0,0,0,2465.575698,106.993805,666.735883,911.818945
0.140873,-1,-1,-1,-1,-1,0,0,0,0,322.194094,70.04825,173.007582,108.147678
0.129678,-1,108.292438,9.167022,61.521366,37.490684,0,0,0,0,723.617994,58.574804,236.369364,223.230901
0.127735,-1,105.716122,16.082917,55.115085,35.503851,0,0,0,0,0,0,0,0
0.128669,-1,406.636984,9.520781,225.641526,148.664373,0,0,0,0,0,0,0,0
0.141661,-1,113.858532,14.110114,72.995932,38.090103,0,0,0,0,0,0,0,0
0.136359,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138228,-1,108.874864,19.109502,67.940518,35.728418,0,0,0,0,0,0,0,0
0.124899,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.14036,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
